medium 	 AK10LCTRIMF5R20	         84.1983  -4.00548e-05 15.0  1.189520  -9.91828e-05  4.61210e-07  0   0   RIGHT
tight 	 AK10LCTRIMF5R20	         84.1983  -4.00548e-05 15.0  0.652169  0.000588082  -6.20061e-08  0   0   RIGHT
